text,sentiment
greatings planet shannan laded lanet hopefull come peace hmmhaiaa,negative
everything good except neck shot steves back head shot,positive
one mo time becuz hasnt seen yet shes soo cool ill post httpbbltwtcommqko,negative
thats prob idea meet guys met exs online ive dated pool dry,negative
rocket surgery hey haha thought rocket science oh knew swear thank,positive
cried,neutral
im sowwy sucks know ive yay half days though,negative
im kinda sad alone time miss brother friends suck mean one even called weeks,negative
_punk_robot wtfwinter isnt due til monday freezing,negative
ready productive friday one last year,positive
hey call week got ta go hang could use destress,positive
cant seem sleep tonight need get less hours,negative
cause im hearing guys,neutral
amazes heck stillthis internet thing,neutral
_____ refirmware heh coincidence didnt anything maybe sw guys heard,neutral
enter giveaway couldnt use know could,neutral
seems really quiet tonightam jealous clearly exciting life bed think,positive
oh like idea,neutral
guess ill take nap,neutral
another night sleeping,neutral
sun shinningat last,neutral
ssssssssssmack get back girl ww,neutral
dont know today amazing weather im sitting great,positive
_yeah know feeling good morning mate,positive
fun friend,positive
make school musical week aaah,neutral
charbotgreen suspended unusual activity,positive
thats babies little rhythms still sinc inutero,negative
horrific fight school glad everyone ok friday,neutral
im going town two dinner rolls dark chocolate yummmm,negative
wasnt sad good,positive
old answer ultimate question life universe everything thats nonhitchikers guide fans,positive
raining pouringwhere spooning buddy,neutral
nursing scratches bumps festivus mud wrestling swear theres still dirt hair good time,positive
watching hollyoaks omg,neutral
thanks lot youre kind got back nice drive fun car drive nice day,positive
sitting gatwick going home week cant wait see family,neutral
dell fx pcoverip audio device teradici giving hard time linux ubuntu jaunty kernel isnt loading sndhdaintel drv,negative
ohh yeh sexy men okay,positive
evening town jeremy sad carrie cant come,negative
dude tried vegetarian thing lasted months good luck going vegan intense good move though,positive
want let know im vfc matter happens yes need hug bad live delaware,negative
ill photo tomorrow kay,negative
aww thanks,positive
going watch dvd hubbyeagle eye twit u morrow cia,neutral
mailbox already hours,neutral
noticed girls welcome adulthood,positive
_pax sucks,negative
happy mothers day moms,positive
sarcy usual,negative
yeah hes also partial jt ti dead gone pinks sobre,negative
friend true fan,positive
looking forward long trip morning im sick,negative
_dubai enjoy sounds idyllic geordiebird lost bikiniperfect holiday,positive
oh noooo sucks reschedule another show,negative
way see star trek,neutral
inshalla devo wont astor tonight,neutral
finally home decides time work friday long weekend apparently client,positive
cereal doesnt come toys anymore jus thinkin buyin wrong kinds say aint mo,negative
classes students gon na miss,neutral
must brought bad weather states,negative
e first time get see gtvs e coverage since comcast moved g channel basic cable premium,positive
bad red devils disappointing say least,negative
wan na better already,positive
well hate leave must sleep gnight yall hope chat later enjoy lil night owls,negative
hi everyone hoping good week,positive
bored without camera,negative
incredibly great day hahaha,positive
guess means didnt betaread either stories huh,neutral
wow didnt tell jk thats cool though yet see one,positive
well thank darlingit pleasure shopping youyou see first pics,positive
dont think like roy williams dissects frogs still alive look like chachi happy days,positive
happy cause voice back,positive
alives less highness feeling sometimes hate feelings talking exhusband hes dead funny,negative
_the_moon mean jim bob obviously fruitbat think jim bob played brixton weekend cldnt go,negative
check new song sentimental watajokeental shes fren wwwlastfmmusicmarplemeg,negative
dont worry baby ill eat sum cake us ill hit u wen get back bye dont eat much home,positive
flipping hairlossgotta go doc,neutral
im feelin sad depressed lonely unhappy rwhats wrong,negative
thabks made feel special,positive
time go bed tired catch couple days land recover flying denmark,negative
woofers knew,neutral
list state parks pa consideration closing nice ones,positive
ok im hungry im fat knowi know aha,positive
traitor whiskey coke aphrodisiac,neutral
time really need shut im going sleep head aches badly really cant take,negative
well someone told two weeks im going next week friend school time p,positive
everyone keep checking demistylesourcecomnew update coming soon,neutral
hello taylor wan na say ive already voted u think timeshaha,neutral
well go work,neutral
realy booooooring book side im studyin sure,positive
im sorry little disturbance sapinsidetrack palo alto went debugging session lines unmuted,negative
wan na go,neutral
hes mess ilove,negative
expected warm usual im stuck wearing sun dress cold day,negative
morning im garden getting air,neutral
schools works,neutral
piece possibly beachwood bit,neutral
happy star wars day,positive
want sooooooo bad,negative
last wrte againgot bored previous dayss,negative
best vanilla memory sharffenberger factory gift shop sure get,positive
kids terrible good evans id call childline,negative
story reminds living portugal,neutral
watched terminator cried one movie makes cry reason arnie dies im lame,negative
aaaaaaaaaaa mcfly,neutral
depressing im stuck inside day,negative
oh doesnt need updating sudden ok get dressed anyway,neutral
httptwitpiccomxk friends work,neutral
got ta say im little jealous,negative
hate packing,negative
,neutral
close didnt think itd running long still havent chance see,negative
ionoi guess im getting lr twits,neutral
im sure shell love em work x,positive
coming hospital today,neutral
im entering two month studyexam period awesome see flip side,positive
night talking victor im bored night grrrr hate,negative
_roe oh well ive never seen anything im gon na say anything,neutral
hardware store guy told screw would impossible remove since head completely gone get nd opinion,negative
hubbys vet get animals like children best hope ur biz going well,positive
stranded delhi airport flight delayed,neutral
thanks feedback everyone,positive
going cinema see ghost girlfriends past,negative
im bored hope wlan go today,negative
new baby well attempting painting weekend,positive
rz hope time tell good luck,positive
cuz play grown twitter,neutral
dont want seniors leave,neutral
dads ask year old sons drinking,positive
im sorry youre bad day looking back need give someone knuckle sandwich,negative
finally picked handwraps struggling wrap stronger hand defo got lot sooner though,negative
madaya ka christian bleh hate u httpplurkcompwyyg,negative
sprinkling outside hope doesnt rain game,negative
lol perez say please dont make actually go look,positive
omg hollyoaks well dramatic,negative
_k much appreciated yeah sure challenge great reward wouldnt trade anything,positive
im really mad world today today sucky day,negative
half term almost,negative
nvidia ionbased lenovo ideapad httpisgdjzy awesome fn key left ctrl makes nonstarter though,positive
_ ay beezy finally lol time hookah get twiiterlove ya,positive
cancelled run favour staying wish monies pubulation tho,neutral
hates ac doesnt work hot,positive
least u get im broke,positive
chopped fringe last night got tired hang eyes made mess,negative
fyi lot people following unfollowed lot yer kinda boring really helpful egrowth,negative
annnnnnddd another one bites dust,neutral
really ultra bored,negative
earthlink says modem dead want buy new one sign one year contract argh,positive
paid bills money,neutral
car crash tv worst,negative
enjoying happiness special day another day make best one life,positive
people ask lot plus thought id contribute sykes trending topics,neutral
_ oh read,neutral
ugh another day today uttered words last weeks missed yr old birthday even ical,positive
omg going die swine flu go melbourne,neutral
drive crazy miss big blue selected tweet highlight cant tell tweet selected anymore,negative
ooh ouch lovely weather cover sugar x,positive
_foster still working,neutral
rblpnqte sheesh sending one think could use lol rb delux httpblipfmzj,positive
didnt start long message got longer wrote,negative
episode season love chuck bass whos going short stack filming next sat im making flag,positive
ok cause one orange still open whew scared sorry one closed,negative
twice week qantas club lounge computers broken flyertalk,negative
omg sorry sorry never know say,negative
work depressing hell want someone fukin come holiday august,negative
long weekend thank god sleep monday,negative
iphone fell,neutral
im scared set pw bb bc might forget end losing data yet financial info catch,neutral
ik feel sooo bad,negative
im going sadly maybe next year eh,negative
wish stuck pile boxes sore back load tesco blue shopper bags fill kitchen,neutral
let mri today neurosurgeon didnt order itwhich means come back okc soon nothing new,negative
work sick blows kill feel like,negative
_n_booklife heard seems overreaction,neutral
need get shut eye cant lets try time ta ta twitterworld,positive
decide sprain mine bothering never checked,neutral
dude everyone could wasnt ment bad,negative
yeah know things would much easier way im bored boys playing tekenen cant spell,negative
editors read nod writers read take notes httptinyurlcomcrmc,neutral
wife took last øøω mcdonalds breakfast today,neutral
sucks playmate mia weekend sad,negative
scrubs tonight pm woo,neutral
hanging kevin tomorrow goes productive,neutral
lost luggage sorry hear check selection travel luggage httpbudurlcommua,negative
finally friday still grounded till next thursday stereos life,neutral
today im lonley girl guitar,neutral
guess bedtime goodnight twitter bed big empty without,negative
ended staying late ur night lol,positive
sadly awake wondering contact info fun folks hung shop yay b miss guys,positive
home alone much,negative
got watch recommend kickass shows phast,negative
day starting pm woops work less hours,negative
ah haha omg fudge grahmcracker cookies boo,negative
blue skies still grey hazy window,negative
ate chocolate,neutral
ill try thanks,positive
seems disappeared life,neutral
galbladia garden hard,negative
go see puppy dont want alone,neutral
omg julys last day muchachomalo,neutral
movie takes lot digs indian movie industry may much sense unless followed long enough,negative
ryanseacrest hi might problem says stream online wats right,negative
_richards man loves sweetheart wife best mother longest happy mothers day,positive
enjoy day prob see u top glyders pint got ta drive straight back weve got dog stuff sunday,positive
omg thunderrrr wish home love cuddling blanky storm,positive
funeral ceremonygloomy friday,neutral
mum driving eric jt night,neutral
woke upfeelin lil better,positive
message book piercing appointment,neutral
day started bad got better,negative
finished exam every else finished cos chose different course friends one exam thurs next week,positive
home sweet home think huaaaa,positive
wishing work done soon,positive
wow dude said better bobbi lewis never heard guy take compliment read bl web site,positive
yeah good youre going use give want watch star trek,positive
yeah bought tickets pearl jam august,neutral
phone dead sucks,negative
listing sad song sad,negative
thats mess ill look next week,negative
course,neutral
brother left day,neutral
mood listening older stuff time around old old enough,positive
sorry friend paying mortgage,negative
hypnotyst hmmmm beware,neutral
feel sorry adam cook strong david family,negative
oh plzzzzz u never time,neutral
riot,neutral
bad mood annoying sunny,negative
could make philadelphia year would sadly,negative
didnt think vid hoeish actually love itit nasty lol,positive
dancingwaiting turn hope get newww cd funky reel music todayy,neutral
dont excuse night shifts got orphan lambs local farmer cheated,negative
couldnt see one im probably blind link,negative
got home bought twiggies toothbrush promises make teeth cleaner httptweetsg,neutral
oddos grandfather passed away sleep,neutral
dont ship october,neutral
hell going school hours next monday tuesdaydumb snow days thier lame rulesmy mom making go,negative
deal w tweet lol,positive
im joining twitter lol,positive
worries good news good spread,positive
great day,positive
ok friend dye hair black scary know ill try post pics tonight tomorrow ur verdict,negative
aww people must color blind huh random,negative
two words hot pockets delcious food ever created,positive
ha im ready cant believe balls call haha wtf,negative
trying figure thingits going well,neutral
waiting wake hazin sad,negative
test gauge audience reaction,neutral
hospital week half pretty much virge dying,positive
get crazy,negative
_real_nash wants honorary filipino ill follow thanks,positive
hahait booomb,neutral
_gal course cough mean hours extra testing debugging time,negative
hoping left bb home didnt lose metro,neutral
one moment woke,neutral
awwww ray youre best means lot say cant wait hang hopefully soon,positive
feels good hardest part keep empty every day least several times week,positive
really aint woth cant anythin right whats wrong,negative
wh correspondants dinner rocked wanda sykes hilarious obama wasnt bad happy mothers day moms,positive
dont worry thoughhe fine,positive
next movies terminator salvation transformers gon na meka spring year,neutral
goddamn bloody stress sending body haywire,negative
oh man sucks im sorry doll,negative
booked tickets london thursday im exicted,neutral
nice tweet u,positive
got done watching bedtime stories love movie,positive
im proud solange,positive
sorry anna wintour repeated tweets sooo sorry somethings wondering abt quad tweet,negative
hype friday raining outsideno rain day rainin time kickitmr sun trippin,neutral
heyyyyyyyyyyyyyya,neutral
youll missing mine everybody elses east coast,negative
might sunny today alas new product must make etsy,negative
time go sleep almost night everyone happy mothers day moms,positive
hella worth even dont need full,positive
spent last two hours playing ld babe hella fun love,positive
delayscancellations really bite fair share sympathize hang tough,positive
heap hey bout tu hit sack need someone tu cuddle sucks wbu x,negative
ate mandy please forgive really sorry dont wan na lose bff,negative
soz neva saw message till nowif u add delete cant see messages uve left page,neutral
tweet later byee,neutral
coming end first shift local,positive
errri dont want go sit heat watch high school graduation,positive
beat aye music hall babyy im like cinnamon beat apple apple jacks,neutral
getting ready week nice today stuck inside working,positive
got let go today,neutral
buy new washer bought dryer dryer labeled electric gas grrr load tomorrow return,negative
going lunch soon fave cuzs,neutral
im mobile wont let cant stop thinking x,positive
friday raining,neutral
thanks daxx god bless brother,positive
took computer new dvd drive screen wouldnt come back order new computer wait,positive
remember spok,neutral
come join fun first pitch legends game may th pm httptinyurlcomnkpuz,positive
firefly weekend scifi channel im happy man,positive
liam peed potty,neutral
lol still would got look face case,positive
mom said eat lot,neutral
brother weeks,negative
want become vegetarian going hard,negative
cold,negative
time leave passive agressive note owners dogs fault owners,neutral
wondering local borders going make lots bare shelves makes sad,negative
got locked carrrr call lock smith,neutral
dreambears compared wicked audition,neutral
pumped bummed time,neutral
aww love daddy works days week almost day still tries go sf us,positive
_ im bed sick atmbeen sick since yesterday hru hun,negative
guess makes dot,neutral
mmmm ham yummy hat hairstupid deli _,neutral
believe ittomorrow night jay lenos last episode tonight show encourage everyone watch welcome conan,positive
yup ace film tho,neutral
dude could totally get sell denton musician profit,neutral
dont think sisters refusn get ticket next week,neutral
thanks sharing,positive
chill da rihanna bob id problem lol r u school summer,positive
okayokay like rest sane population world hate mondays,negative
like tweetie better use time,positive
needs shows wednesay oh well come one come irvine improv live gotham showcase pm lots good comicsthen,positive
moment fly car,positive
btw still cant believe awesome newjabbakidz performance wasu masksi screamed pc,positive
bus rolling along faster expected might make home maybe,negative
married silly man done long ago read tweets barely escaped wout paying alimony,negative
thats mean,negative
saw snl diplomacongrats must overjoyed finally going bednite,neutral
bus almost hour late crappy alarm clock leeuwarden,negative
pool doesnt open til tomorrow,neutral
feel like right one month school left fml hard,positive
friends gone sushi movies laughter needed fun,positive
looking forward dress shopping tomorrow afraid theres way ill able get want,negative
drinking tea eating choc chip cookies going head sleep soon night,neutral
hours sleep last night wants crawl ball somewhere sleep hours work till six,positive
awww whered get hugh thin traces wolverine yet btw whos guy besides rdj,negative
even better kapsel cha dy nulis notes spertinya gw ga ditag cuz g ada notificationnya huhu,positive
thx girl woke cnt believe im sick fever wish could pound nyquil sucks,negative
httptwitpiccomfzo youll come bulgaria great fans,positive
actually meant motorbike much touring commute possible min roundtrip kinda like touring,negative
looks like another sober weekend ahead,positive
life sucks ur fun,neutral
morning joe,neutral
tired,negative
really want go nets,positive
missing baby ducks,negative
wats wrong boo,negative
weird really want harry potter bed spread pillows wish could find one wasnt gryffindor,negative
awww rusks good tummy aches though p try fennel camomile tea works obviously try,positive
seriously guys wanted kick monday starwarswithaddedpants spam really,positive
go eat breakfast jay jays cafe one,neutral
nothing beats spending evening mom,neutral
ouch stomachace ate lot,neutral
poop shirt insanely cracked screen iphone daaaang,negative
great mothers day,positive
good morning everybody,positive
yawn time already,neutral
dog roscoe died yestarday im sad,negative
psh im cool enough go openhouses,negative
one favorite relaxing songs wake httptinyurlcomcfre good morning,positive
good rainy morning,positive
cool thanks response ill check firefox,positive
course coming boise,neutral
_pickle lol thank much hope youre great day,positive
lonely,negative
stubbed little toe morning file cabinet turning black,negative
yeah knoim tryna change bac lettin meeee,neutral
hey jodi whats upugg im bored made sundae c u monday hahaha rymed loll cu school,negative
find tune sexy smooth lovely day httpblipfmyzb,positive
killed pigeon today thought going move way car next thing know bang feathers rear view mirror rip,negative
anyone else bad friday fun day today,negative
like saw movie would give tyler perry wasnt,neutral
hanging bri,neutral
im celebrity tooooo,neutral
indian cowboy actually considering going carnival,neutral
_dulay swear took hours get bel air alabang yes loved reminiscing hk trip,positive
someone friendster profyjust add meaytlolhttpbitlyuspln,neutral
sorry didnt get see,negative
thanks support,positive
hey sherri thanx da messages wondering u could follow plzzzz,neutral
ahh hate sick watching atonement sleeping,negative
im loner haha suckss,positive
oh celebrity ding dong ages,negative
home maddie im tired goin bed afterwards,negative
live long prosper lol star trek best,positive
someone birthday basically said song selfish listen song carefully,negative
got slow cooker going get ready work,negative
boooo bet nice wallet,positive
wow free wifi pay parking reduculous,negative
cloudy day madrid typical spring day,negative
saying goodbye year shes awesome helping fit team veritas,positive
really really hate biology u______________________u,negative
trying watch vids audio disabled,negative
_y_tony hey,neutral
mom happy present yayy,positive
didnt read details may sara jayne kids show cant exciting,positive
_ryall thought star trek person wasnt crazy new movie,negative
bedsorta today good sara strep thought angelina shared water b told prob get,positive
dog officially depressed brothers dogs gone doesnt want go outside play halfheartedly,neutral
_hawt hows fitness regime coming along hehehehe,neutral
ugh final exam todayready summer start,neutral
noim tired,negative
boo work beatwittyparty least youre still,negative
wink,neutral
hate sick especially theres one pamper,negative
singapore warm blast already,positive
spent allowance cybernet expo sf send dm rates tho mayb cash flo bttr,negative
started raining earnest guess golf today,neutral
hes totally ignoring sad heartbroken,negative
slept late,negative
im tired gloomy happeened ro summer,negative
still lose followers people hates world hates maybe read httpisgdjgi,positive
soupysoup time today heinz cream chicken mushroom yum bbl,negative
update,neutral
heading dinner minute cant wait food,neutral
mother bad days,negative
sounds like muffler bearings going bad,negative
leave meet im looking forward seeing im done wanted boourns wish work,neutral
dropped biscuit tea,neutral
wan na join twit club,neutral
finished filming day another fun day set hahaha,positive
cant sugar mountainor people tell,neutral
_miss_cbw sorry one hell day flooding,negative
traffic ridiculous im may make,negative
youre welcome,positive
killed everyone nothing ss,negative
marlees doc appointment poor babygirl get shots,negative
addictive biz could definately better folks slowed getting done,positive
yay im glad im one sign away soul twitter facebook welcome,positive
alrightits okashley tisdale,neutral
cant concentrate heat cooler job,neutral
lmao ummm duh gurl need buy vnecks like em,positive
rude fof poor girl hope recovered awful site,negative
chica two days want us elle,positive
stuck awful traffic way wedding ceremony supposed start ughhh,negative
ever realized never fully everything want feelin,negative
go sleep wake december house organized baby feeling like poo today,neutral
maybe pass lay making swineflu illegal law abiding citizens wont get,negative
sorry wahh lub u toooo,negative
work half hour getting mri yay,negative
need write really bad someone go get diary flat,negative
want play parachute games,neutral
waiting sleeping pills kick gon na tired work tomorrow,negative
yeah didnt realize bad till,negative
bird flew window parents house snapped poor neck got ta bury,negative
worth love free version iphone though,positive
wont guys retarded,negative
woke still bed sundays r nothing day week,neutral
trips planned yet ill let know,neutral
monitor wont turn work mother,neutral
_eleni love,positive
cleaning roooooooooom continue playing dsi,neutral
got ear infectionman hurts,neutral
sadly true,negative
hand hurts,neutral
dang didnt even remember bday today,neutral
ideal bank holiday conditions little cast rainy perfect lazy day dvd,positive
bank holiday brunch fixins absolutely fantastic,positive
download backseat goodbyes latest album free httpfreecdbackseatgoodbyecom,positive
got ta get used pocketwit twikini,neutral
hear ya youll go back work rest,neutral
hapee mothers day mothers,neutral
hey sorry didnt see ur message,negative
getting ready work think im catching cold yay got ta pull hour shift holla ya sometime tomorrow peace,negative
argh color jealous rain asked day still hasnt gone away,negative
fyi lot people following unfollowed lot yer kinda boring really helpful egrowth,negative
attacked cola sticky,neutral
hiyaa tour really disappointed couldnt make hope dandy xxxxxxxx,negative
ha im glad stopped raining umbrella broke today,positive
see faces thing,negative
graduation tonight im gon na miss boysmikey dustin miles charlie travy nicky john jake boysi love guys,positive
dont know enough sotomayor made big booboo talking making law doesnt know branches,neutral
class trying listen really like twitter facebook myspace oh yeaaah im hungry,positive
would love come visit korea next flight,positive
ohh poor girl ill email relying october mr,negative
ok needs hurry come wtf wan na go hooooommmeeee,negative
trying resco mobileforms toolkit sample trial messages ruin everything sample bugs running slow poor st impression,negative
im u need vent,neutral
since obviously living alaska radio stations get,negative
_kryptik usual applications checking statuses reading stuff thats wel arbit etc,negative
understanding would require taking paragraph context para could lead opting every class,neutral
wishes could special someone,positive
thats funny actually could use haircutmight growing thru august woodstock anniversary party yrs,positive
enjoying afternoon tea friends cake delicacies equal sweet time,positive
loves summer dont forget people tomorrow mothers day,neutral
good morning,positive
wow ever notice twitters thousands followers yet follow handful actually less two hands peeps,negative
rat run steve irwin way avoid long delays bruce highway,negative
already got shot show didnt prove,positive
_home yes would perfect supposed happen last night still dry usually happens heading appt,positive
pizza jamie wtg httpbitlydvsca britains got talent sure,positive
cant vote im frustraded,neutral
go eat breakfast jay jays cafe one,neutral
singing rain cover ears people,neutral
great longweekend far going run judo tonight blue water retail therapy,positive
help represent high profile actors tvfilmtheatre careers get free tix jersey boys,positive
needs followers,positive
rats creative vados stock walmartcom im late,positive
bored fixed internet dad im bored death,negative
buongiorno woke italian lunch,neutral
marks end roommate era never made wontons,neutral
nowhere babe ice come jobs morning sigh,negative
best mothers day breakfast shopping lunch drinks chocolate galore,positive
sadly listen sob,negative
listening metal shop mooneys good,positive
please wear glasses next video look amazing,positive
give snaps hows work going,negative
ahhhhh let right one dvd broke,positive
got back home bored,negative
wish could find camera cause really wan na record,positive
wan na go vivid light walk,positive
welcome beautiful snow leopards,positive
sorry,negative
got twitter friends add none friends twitter,neutral
okso im twittin computerits gon na bad get phone cause ima lost like,negative
hi parody iphone hysterical funny one play video iphone,negative
believe,neutral
alcohol makes tired miss want much hurts,negative
yeah wtf noggin doesnt take either,negative
loving music good recommendation someone knows stuff,positive
fought jered death avoid wet willy got anyway q coming bike ride,negative
door looks naked makes room feel bigger though,neutral
season lie serious comes wait,negative
sure every office men women capacity realize shut unholy christ,positive
yearling pet home died sad whole family,negative
computer please stop loud work,positive
yumwish could today cold dont want infect othersso miss friday session,negative
cant spell melo without e favorite blogging site,positive
yeaaaah lol im insane,negative
favourite photo took last night httptinyurlcomotosz cant wait see pics,neutral
problem wasnt really sure application twibe page,positive
thats ok personally im good nothing,positive
somebody please save polar bears,negative
_truong sunbae bad jst scratch wht said im talking nonsense lol enjoy perfs,positive
im currently using microplaza found via link comments blog httpbitlyabrjp,neutral
going liverpool soon,neutral
got cable set win got lock put door win feeling tad neglected fail,positive
salary actually spend money hooray time go shopping dinner ahora say goodbye,neutral
thank goodness starbucks iced coffeei feeling sluggish today think awful la weather,negative
endless streams tea holiday day know raining,negative
one female servers tell looks big pants worry night long lol,positive
checked hubster think well pass feeling lazy caravan running around friends,negative
arrived fellows cant see girl,neutral
ok drs today got essay done x howre x,positive
thursday night amazing taylor swift gave one braclets,positive
found go us august getting tired transatlantic flights good carbon footprint either,negative
know wont keep wild dog else wont able situation use mandriva life,positive
want starbucks,neutral
_miss best friend tickets see kiis fm,positive
check check check,neutral
uh oh,neutral
nice idea mil gift crochet good idea looking online youtube videos showing lefty crochet,positive
happy mothers day,positive
snuggles backeveryones telling get ive years x,neutral
love time low,positive
ps thing much sushi bleeeeah,positive
httpbitlylazel wow christian lacroix bankrupt sad,negative
woke bad dream grrrr,negative
know like said idea long takes investigate stuff,negative
freakin lond thursday ready hit hay surprise surprise cant freakin sleep boo,negative
hooray avatar back wil go put gardeners zone,neutral
ive gotten cold every time ive flown somewhere hrs away past year hope back poolon bike next week,negative
prob sexy site,positive
impromptu pool party except dont know swim cant get,neutral
happy mothers day later cant wait see _day concert lol well ima see day like,positive
bgt dcd seniors good good enough,positive
work sick blows kill feel like,negative
u suck went jail couldnt tweet anymore,negative
lol read like book,positive
,neutral
im even situation im sad im sorry thats really sucky,negative
httptwitpiccomowu nice tickets tonights game im staying home sick,negative
disappointing,negative
pm saturday know means bedtime,neutral
yeah faceface nite went palisades see star trek cant remember said car,neutral
packing desk,neutral
friday night gone quickly bottles gone tomorrow come everton,positive
hey anymore im back,neutral
might middle perfect weekend,positive
yep im facebook person httpbitlydufaz,positive
butbutim,neutral
feeling nice got big smile face reason take sleep right lol,positive
feel bad especially na ngayon pa siya nagrerehab siya wrong timing still maybe coming,negative
_is_here oh hun im sorry everything youve last thing deserve unhappy home,negative
kidney stones ever deserve kind pain twice five times life took drugs peace,positive
omg cat hairball awake,neutral
comon dude always think things get worst,negative
mcfly evolution th time round,negative
sad brother bad day,negative
_ yeah im done work weekend im sooooo bummed,neutral
wish would tweet followed,neutral
well still cant wait one shot,neutral
nope love,negative
yet sorry,negative
know money pedicures,neutral
_cunning got ta go cousins grad party,neutral
,neutral
listening someday well know raining,neutral
really hurts really sucks dont know fix seriously,negative
sims owns life lately lol want get sims computer cant support,positive
end work thank god accomplished number things httpplurkcomprpaag,positive
totally go amazing hes reason bought tix songs blood bank,positive
want back httpbitlyppwz,neutral
dont know get hair cut,neutral
oh meni really cant see facecmon guys,positive
wake early goddam last day bummer,positive
romantici hope amazing timeand paparazzi dont follow youyou need privacy doug xoxo,positive
thanks registered,positive
im sure lots studio equipment collected analog stuff cant bought anymore seriously condolences,positive
happy studying nighters payed,positive
good enough,negative
treat moms like queens cuz,neutral
_ blouse ahahaha gave money went get wheres mom,neutral
wors bike race camp weekenda total people going anywhere sunday option race right past house fb,positive
thank teaching values better person day love much youre best mum world,positive
feel really blessed super awesome best friends,positive
grecia mood party wan na see lol going fershure,positive
morning well excited dancing park todayyy good wooo cmon venue,positive
awww kanye west shame doesnt get joke,positive
_dreamer wow still havent gotten,positive
dont get,neutral
laptop grew speakers watch charlie sound,positive
wow sharing long list,positive
one paper left,positive
u funny u right like bsb im fan u love much better tupac tlc bad theyre singing anymore,positive
well thank ill try remember put somewhere,neutral
read lactose stuff eat hard cheese lactose jumps joy rainy day yay,neutral
bgt quite awkward moment poor girl hope doesnt loose,negative
slpy day zzzz,neutral
cant sleep,neutral
good times haha ily christian mo gon na watch dazed confused ha also first time watching ha im lame,negative
ooh soon get meet dung mice,neutral
_kat ive begged mum lt get attic wont let waaa yes spoilt hehe,neutral
cant wait see pics,neutral
wishes would admit new lovah,positive
listening del barrio records release think cmyk music competition minimal techno madrid land,negative
httptwitpiccoml girrrrrrrrlll im going miss bad,negative
curious fixed window handle room meantime edc,neutral
lol well thank,positive
screen dark click hang whoever im talking,negative
especially youre vampire,neutral
poor baby think allergies amything bc hes way sence monday,negative
even bother getting new fonei break anywayfones dont floatespecially thrown pool,positive
possibly carpenters numbertopical,neutral
new work wellness challenge going well committed check email pm failed first day twice,negative
wallace gromit bbc,neutral
plain sux kinda like cheers goin air,negative
boo counts,neutral
congratulations daddy,neutral
umm abt comment like p dont like,positive
nooo wan na watch comet dont wan na go workk,neutral
boring accounts stuff,negative
_ii choice get,neutral
kind mood reason lol ill try mushy around behave,positive
hot dont like,positive
wellgotta grab least hour half sleep girls get schoolgawd life multitaskin nightmornin,negative
last day holydays got ta get back work anyway great weeks,positive
cant die lunch date rocio coming plus new shoes ugh,positive
im bored barely even tweet nothing talk boredboots,negative
inspite spams cant stop losing twittergadget love twitting gmail,positive
thinking today longg day,neutral
httptwitpiccomjfkw afc oh yess,neutral
hiii im ipodi cant fall asleep,neutral
wanting see show,neutral
download failed phone like phone,negative
back wingman great weekend,positive
loving mondays many reasons,positive
aww poor precious,positive
writersthey make wonderwhy foisting little pipe dreams stories head onto people like writing,negative
home feel like long skate seshion got arrands,negative
got back sing loud concert amazing,positive
gon na ask boom boom morning,neutral
talked anthony rapp face face,neutral
_h ok know daisy love seen yet oh lord,positive
rather outdated bigoted worst outdated patronising imperialist monoculturalist selfrighteous best,negative
mean makes sad,negative
ugh im crying writing rant tumblr,negative
sad fitness center reopens zumba class anymore found today last class closure,negative
two hours wait tire get repaired,neutral
_deadgirl hard stare,negative
man monday sucks wouldnt give rich beach bum diving tropical lagoon every day eating fresh fruit fishahhh,positive
rachmaninoff makes happy panda,positive
sitting parking lotby miss baby couple min til got ta deal im peacin hitting gym,neutral
im twitter dumb saw com kind folks whove tweeted ahso sorry im ignoring slow,negative
battery low boooooooo palm springs ca httplooptussljbwt,neutral
time work,neutral
err get timthumb whats url,neutral
im tired,negative
waiting landlord come see shower,neutral
httpbumaro temporary address working either must done something domain,neutral
great meet thanks use umbrellai hope ate got sleep,positive
want bad go mcflys concert,negative
nonwww fail httpwwwmymunchiesnet works,negative
let right one aparently drag hell also horrible cat nastiness,negative
oh really sucks,negative
reason corona light tastes much better alone httptwitpiccomwa,positive
_peanut_ thank well see long takes finish thing,negative
thought pretty good im die hard trekkie either,positive
hi mary poppins,neutral
shopping latte sis friday meets fau fire steet party slowmotion park partying bday,neutral
looks nice never knew vhs short life span hope fav vhs dead,positive
new implementation test discovery unittest time loader good start think httptwurlnlnzfy,positive
talking vincent miss baadly,neutral
hmmmmøøωbeing home isnt great httpunum,positive
pretty lame babe,negative
starting love twitter facebookdetox diet working great,positive
yeahh happy pendant hope see future fairs ps good mini muffin,positive
nose chapped yuck,neutral
im grounded tonight hate stupid silent mode,negative
fun focus grouping participants yet,positive
drank sly didnt thats youre asking know,neutral
congrats youre first person ive heardread say today,positive
walking tesco rhiannon hannah hide evidence lastnight,neutral
well guess mccafetastes like cured ur craving get mcskillet wants,positive
eat something,neutral
feel sorry male singers never gon na great zac hanson pooorr fellas,positive
uncle isnt coming,neutral
stick work till freakin madd suck worked day,positive
respect heineken man bag httptwitpiccomjdrg,neutral
_surprises unfortunately yes,negative
school finally test work yes im gunna miss alot ppl,negative
